FECHA;INDICATIVO;TEMP_MEDIA_MIN
01-11-2022;2444;4.0
01-12-2022;2444;3.8
01-01-2022;4452;1.8
01-02-2022;4452;3.6
01-03-2022;4452;7.7
01-04-2022;4452;8.3
01-05-2022;4452;14.2
01-06-2022;4452;16.3
01-07-2022;4452;19.7
01-08-2022;4452;18.3
01-09-2022;4452;16.4
01-10-2022;4452;14.1
01-11-2022;4452;9.3
01-12-2022;4452;8.7
01-01-2022;B954;5.5
01-02-2022;B954;6.9
01-03-2022;B954;11.2
01-04-2022;B954;10.8
01-05-2022;B954;14.4
01-06-2022;B954;19.3
01-07-2022;B954;21.9
01-08-2022;B954;22.9
01-09-2022;B954;0
01-10-2022;B954;0
01-11-2022;B954;13.4
01-12-2022;B954;10.7
01-01-2022;B893;5.0
01-02-2022;B893;5.8
01-03-2022;B893;9.0
01-04-2022;B893;9.7
01-05-2022;B893;14.9
01-06-2022;B893;19.8
01-07-2022;B893;21.0
01-08-2022;B893;22.7
01-09-2022;B893;21.7
01-10-2022;B893;17.0
01-11-2022;B893;12.7
01-12-2022;B893;10.1
01-01-2022;B278;2.7
01-02-2022;B278;3.8
01-03-2022;B278;8.8
01-04-2022;B278;8.8
01-05-2022;B278;13.2
01-06-2022;B278;18.6
01-07-2022;B278;20.5
01-08-2022;B278;21.1
01-09-2022;B278;19.0
01-10-2022;B278;15.1
01-11-2022;B278;11.4
01-12-2022;B278;9.0
01-01-2022;B228;7.4
01-02-2022;B228;9.2
01-03-2022;B228;11.6
01-04-2022;B228;12.0
01-05-2022;B228;17.2
01-06-2022;B228;21.9
01-07-2022;B228;24.3
01-08-2022;B228;25.0
01-09-2022;B228;0
01-10-2022;B228;19.4
01-11-2022;B228;15.1
01-12-2022;B228;12.3
01-01-2022;0200E;6.3
01-02-2022;0200E;7.5
01-03-2022;0200E;8.3
01-04-2022;0200E;9.9
01-05-2022;0200E;15.8
01-06-2022;0200E;19.5
01-07-2022;0200E;21.9
01-08-2022;0200E;21.8
01-09-2022;0200E;18.1
01-10-2022;0200E;17.0
01-11-2022;0200E;11.2
01-12-2022;0200E;9.4
01-01-2022;0076;4.5
01-02-2022;0076;7.6
01-03-2022;0076;10.0
01-04-2022;0076;0
01-05-2022;0076;0
01-06-2022;0076;21.3
01-07-2022;0076;23.4
01-08-2022;0076;23.1
01-09-2022;0076;20.2
01-10-2022;0076;17.4
01-11-2022;0076;12.1
01-12-2022;0076;8.5
01-01-2022;1082;3.9
01-02-2022;1082;4.1
01-03-2022;1082;8.7
01-04-2022;1082;8.1
01-05-2022;1082;12.6
01-06-2022;1082;15.2
01-07-2022;1082;16.6
01-08-2022;1082;18.1
01-09-2022;1082;14.5
01-10-2022;1082;15.8
01-11-2022;1082;9.2
01-12-2022;1082;8.6
01-01-2022;2331;-3.2
01-02-2022;2331;-1.9
01-03-2022;2331;2.2
01-04-2022;2331;2.2
01-05-2022;2331;7.4
01-06-2022;2331;10.4
01-07-2022;2331;12.6
01-08-2022;2331;13.7
01-09-2022;2331;9.2
01-10-2022;2331;8.8
01-11-2022;2331;3.1
01-12-2022;2331;4.3
01-01-2022;3469A;2.6
01-02-2022;3469A;4.9
01-03-2022;3469A;7.3
01-04-2022;3469A;7.6
01-05-2022;3469A;13.9
01-06-2022;3469A;17.0
01-07-2022;3469A;21.6
01-08-2022;3469A;20.3
01-09-2022;3469A;16.3
01-10-2022;3469A;15.0
01-11-2022;3469A;9.2
01-12-2022;3469A;8.8
01-01-2022;5973;11.0
01-02-2022;5973;12.1
01-03-2022;5973;12.5
01-04-2022;5973;13.7
01-05-2022;5973;18.3
01-06-2022;5973;20.6
01-07-2022;5973;23.7
01-08-2022;5973;22.6
01-09-2022;5973;20.6
01-10-2022;5973;19.7
01-11-2022;5973;15.4
01-12-2022;5973;14.1
01-01-2022;5960;4.0
01-02-2022;5960;5.0
01-03-2022;5960;0
01-04-2022;5960;0
01-05-2022;5960;13.4
01-06-2022;5960;0
01-07-2022;5960;18.9
01-08-2022;5960;18.5
01-09-2022;5960;15.6
01-10-2022;5960;15.4
01-11-2022;5960;10.1
01-12-2022;5960;10.3
01-01-2022;5910;6.2
01-02-2022;5910;8.0
01-03-2022;5910;10.1
01-04-2022;5910;11.0
01-05-2022;5910;15.8
01-06-2022;5910;18.7
01-07-2022;5910;21.9
01-08-2022;5910;20.3
01-09-2022;5910;17.9
01-10-2022;5910;17.1
01-11-2022;5910;11.9
01-12-2022;5910;11.5
01-01-2022;6001;11.1
01-02-2022;6001;11.4
01-03-2022;6001;10.8
01-04-2022;6001;11.7
01-05-2022;6001;0
01-06-2022;6001;17.7
01-07-2022;6001;20.8
01-08-2022;6001;20.9
01-09-2022;6001;0
01-10-2022;6001;17.9
01-11-2022;6001;13.8
01-12-2022;6001;13.1
01-01-2022;1111;7.3
01-02-2022;1111;8.2
01-03-2022;1111;9.8
01-04-2022;1111;9.6
01-05-2022;1111;13.6
01-06-2022;1111;15.5
01-07-2022;1111;17.5
01-08-2022;1111;18.6
01-09-2022;1111;16.1
01-10-2022;1111;16.7
01-11-2022;1111;11.5
01-12-2022;1111;10.2
01-01-2022;1109;4.5
01-02-2022;1109;6.2
01-03-2022;1109;8.9
01-04-2022;1109;9.1
01-05-2022;1109;13.5
01-06-2022;1109;16.2
01-07-2022;1109;17.7
01-08-2022;1109;18.8
01-09-2022;1109;15.8
01-10-2022;1109;16.6
01-11-2022;1109;10.2
01-12-2022;1109;8.8
01-01-2022;8500A;5.3
01-02-2022;8500A;8.2
01-03-2022;8500A;10.2
01-04-2022;8500A;11.4
01-05-2022;8500A;15.4
01-06-2022;8500A;20.4
01-07-2022;8500A;22.8
01-08-2022;8500A;23.4
01-09-2022;8500A;20.4
01-10-2022;8500A;17.3
01-11-2022;8500A;12.4
01-12-2022;8500A;9.9
01-01-2022;5000C;12.2
01-02-2022;5000C;13.0
01-03-2022;5000C;0
01-04-2022;5000C;13.5
01-05-2022;5000C;17.1
01-06-2022;5000C;19.8
01-07-2022;5000C;22.1
01-08-2022;5000C;22.1
01-09-2022;5000C;20.8
01-10-2022;5000C;18.5
01-11-2022;5000C;15.8
01-12-2022;5000C;14.4
01-01-2022;4121;-0.3
01-02-2022;4121;3.2
01-03-2022;4121;6.3
01-04-2022;4121;6.8
01-05-2022;4121;13.3
01-06-2022;4121;17.8
01-07-2022;4121;21.5
01-08-2022;4121;20.8
01-09-2022;4121;16.0
01-10-2022;4121;13.1
01-11-2022;4121;7.4
01-12-2022;4121;6.1
01-01-2022;5402;2.4
01-02-2022;5402;4.3
01-03-2022;5402;8.3
01-04-2022;5402;8.5
01-05-2022;5402;13.3
01-06-2022;5402;17.2
01-07-2022;5402;20.3
01-08-2022;5402;20.3
01-09-2022;5402;16.7
01-10-2022;5402;15.0
01-11-2022;5402;9.0
01-12-2022;5402;8.5
01-01-2022;8096;-1.6
01-02-2022;8096;1.5
01-03-2022;8096;4.3
01-04-2022;8096;5.0
01-05-2022;8096;11.0
01-06-2022;8096;15.4
01-07-2022;8096;19.2
01-08-2022;8096;18.3
01-09-2022;8096;13.2
01-10-2022;8096;11.8
01-11-2022;8096;5.3
01-12-2022;8096;4.8
01-01-2022;1014;3.4
01-02-2022;1014;5.8
01-03-2022;1014;9.2
01-04-2022;1014;9.2
01-05-2022;1014;14.1
01-06-2022;1014;17.0
01-07-2022;1014;18.5
01-08-2022;1014;19.9
01-09-2022;1014;15.8
01-10-2022;1014;15.7
01-11-2022;1014;9.7
01-12-2022;1014;8.3
01-01-2022;1024E;5.4
01-02-2022;1024E;6.5
01-03-2022;1024E;8.5
01-04-2022;1024E;8.1
01-05-2022;1024E;12.7
01-06-2022;1024E;15.2
01-07-2022;1024E;17.4
01-08-2022;1024E;18.3
01-09-2022;1024E;15.1
01-10-2022;1024E;16.3
01-11-2022;1024E;10.2
01-12-2022;1024E;9.0
01-01-2022;0367;-2.4
01-02-2022;0367;0
01-03-2022;0367;6.4
01-04-2022;0367;6.6
01-05-2022;0367;11.6
01-06-2022;0367;16.9
01-07-2022;0367;18.9
01-08-2022;0367;18.8
01-09-2022;0367;15.5
01-10-2022;0367;13.2
01-11-2022;0367;0
01-12-2022;0367;4.7
01-01-2022;5530E;-1.3
01-02-2022;5530E;1.6
01-03-2022;5530E;5.4
01-04-2022;5530E;5.4
01-05-2022;5530E;10.9
01-06-2022;5530E;14.9
01-07-2022;5530E;18.1
01-08-2022;5530E;17.5
01-09-2022;5530E;13.7
01-10-2022;5530E;11.8
01-11-2022;5530E;4.9
01-12-2022;5530E;4.7
01-01-2022;5514;-0.6
01-02-2022;5514;2.5
01-03-2022;5514;5.5
01-04-2022;5514;5.5
01-05-2022;5514;10.9
01-06-2022;5514;15.4
01-07-2022;5514;19.0
01-08-2022;5514;18.2
01-09-2022;5514;14.6
01-10-2022;5514;13.3
01-11-2022;5514;6.0
01-12-2022;5514;5.3
01-01-2022;3013;-7.1
01-02-2022;3013;-4.1
01-03-2022;3013;1.3
01-04-2022;3013;1.4
01-05-2022;3013;6.6
01-06-2022;3013;9.8
01-07-2022;3013;12.6
01-08-2022;3013;12.6
01-09-2022;3013;8.6
01-10-2022;3013;6.6
01-11-2022;3013;1.8
01-12-2022;3013;1.3
01-01-2022;4642E;6.3
01-02-2022;4642E;7.7
01-03-2022;4642E;9.6
01-04-2022;4642E;10.5
01-05-2022;4642E;15.0
01-06-2022;4642E;17.8
01-07-2022;4642E;20.6
01-08-2022;4642E;19.2
01-09-2022;4642E;17.9
01-10-2022;4642E;16.5
01-11-2022;4642E;11.5
01-12-2022;4642E;10.7
01-01-2022;9898;0.1
01-02-2022;9898;3.2
01-03-2022;9898;5.4
01-04-2022;9898;5.9
01-05-2022;9898;12.2
01-06-2022;9898;17.0
01-07-2022;9898;18.4
01-08-2022;9898;19.0
01-09-2022;9898;14.7
01-10-2022;9898;13.8
01-11-2022;9898;6.8
01-12-2022;9898;4.6
01-01-2022;5270B;5.6
01-02-2022;5270B;7.8
01-03-2022;5270B;8.2
01-04-2022;5270B;8.7
01-05-2022;5270B;16.0
01-06-2022;5270B;18.8
01-07-2022;5270B;23.6
01-08-2022;5270B;21.9
01-09-2022;5270B;17.5
01-10-2022;5270B;17.3
01-11-2022;5270B;10.8
01-12-2022;5270B;9.0
01-01-2022;9170;0.6
01-02-2022;9170;1.9
01-03-2022;9170;5.7
01-04-2022;9170;6.4
01-05-2022;9170;11.6
01-06-2022;9170;15.8
01-07-2022;9170;16.7
01-08-2022;9170;17.5
01-09-2022;9170;13.1
01-10-2022;9170;11.4
01-11-2022;9170;5.5
01-12-2022;9170;4.3
01-01-2022;C249I;14.9
01-02-2022;C249I;15.9
01-03-2022;C249I;15.1
01-04-2022;C249I;16.3
01-05-2022;C249I;18.3
01-06-2022;C249I;19.9
01-07-2022;C249I;21.9
01-08-2022;C249I;22.0
01-09-2022;C249I;22.0
01-10-2022;C249I;20.7
01-11-2022;C249I;19.9
01-12-2022;C249I;17.0
01-01-2022;C649I;0
01-02-2022;C649I;15.9
01-03-2022;C649I;0
01-04-2022;C649I;16.4
01-05-2022;C649I;18.2
01-06-2022;C649I;19.6
01-07-2022;C649I;21.4
01-08-2022;C649I;21.7
01-09-2022;C649I;21.5
01-10-2022;C649I;20.5
01-11-2022;C649I;19.7
01-12-2022;C649I;0
01-01-2022;C029O;14.3
01-02-2022;C029O;15.6
01-03-2022;C029O;14.1
01-04-2022;C029O;15.6
01-05-2022;C029O;0
01-06-2022;C029O;19.3
01-07-2022;C029O;0
01-08-2022;C029O;21.3
01-09-2022;C029O;0
01-10-2022;C029O;19.9
01-11-2022;C029O;17.7
01-12-2022;C029O;0
01-01-2022;2661;-1.2
01-02-2022;2661;-0.3
01-03-2022;2661;3.2
01-04-2022;2661;2.6
01-05-2022;2661;8.4
01-06-2022;2661;11.3
01-07-2022;2661;14.4
01-08-2022;2661;14.8
01-09-2022;2661;10.5
01-10-2022;2661;0
01-11-2022;2661;3.5
01-12-2022;2661;0
01-01-2022;1549;-0.8
01-02-2022;1549;1.6
01-03-2022;1549;5.4
01-04-2022;1549;4.7
01-05-2022;1549;10.9
01-06-2022;1549;13.6
01-07-2022;1549;16.1
01-08-2022;1549;16.4
01-09-2022;1549;12.2
01-10-2022;1549;10.6
01-11-2022;1549;5.9
01-12-2022;1549;5.7
01-01-2022;9771C;-2.1
01-02-2022;9771C;2.8
01-03-2022;9771C;6.6
01-04-2022;9771C;7.7
01-05-2022;9771C;13.5
01-06-2022;9771C;18.7
01-07-2022;9771C;20.1
01-08-2022;9771C;20.2
01-09-2022;9771C;16.5
01-10-2022;9771C;14.1
01-11-2022;9771C;7.2
01-12-2022;9771C;4.3
01-01-2022;1505;0.7
01-02-2022;1505;1.6
01-03-2022;1505;3.0
01-04-2022;1505;4.3
01-05-2022;1505;9.3
01-06-2022;1505;11.6
01-07-2022;1505;13.9
01-08-2022;1505;0
01-09-2022;1505;11.1
01-10-2022;1505;11.5
01-11-2022;1505;6.6
01-12-2022;1505;5.7
01-01-2022;3191E;2.8
01-02-2022;3191E;4.6
01-03-2022;3191E;4.6
01-04-2022;3191E;5.5
01-05-2022;3191E;12.2
01-06-2022;3191E;16.8
01-07-2022;3191E;20.9
01-08-2022;3191E;19.7
01-09-2022;3191E;14.3
01-10-2022;3191E;13.0
01-11-2022;3191E;6.5
01-12-2022;3191E;5.0
01-01-2022;3129;-2.0
01-02-2022;3129;1.1
01-03-2022;3129;5.6
01-04-2022;3129;5.8
01-05-2022;3129;11.6
01-06-2022;3129;16.4
01-07-2022;3129;20.0
01-08-2022;3129;19.4
01-09-2022;3129;14.2
01-10-2022;3129;11.7
01-11-2022;3129;6.3
01-12-2022;3129;5.6
01-01-2022;3196;1.4
01-02-2022;3196;3.9
01-03-2022;3196;6.5
01-04-2022;3196;6.7
01-05-2022;3196;13.8
01-06-2022;3196;17.8
01-07-2022;3196;22.2
01-08-2022;3196;21.2
01-09-2022;3196;15.6
01-10-2022;3196;13.5
01-11-2022;3196;7.4
01-12-2022;3196;6.3
01-01-2022;3200;0.8
01-02-2022;3200;3.7
01-03-2022;3200;6.8
01-04-2022;3200;7.1
01-05-2022;3200;14.2
01-06-2022;3200;18.1
01-07-2022;3200;22.7
01-08-2022;3200;21.6
01-09-2022;3200;16.2
01-10-2022;3200;13.7
01-11-2022;3200;7.5
01-12-2022;3200;6.1
01-01-2022;3195;2.6
01-02-2022;3195;5.2
01-03-2022;3195;0
01-04-2022;3195;7.5
01-05-2022;3195;14.2
01-06-2022;3195;18.1
01-07-2022;3195;0
01-08-2022;3195;21.4
01-09-2022;3195;16.1
01-10-2022;3195;14.1
01-11-2022;3195;0
01-12-2022;3195;6.9
01-01-2022;3175;-3.2
01-02-2022;3175;0.7
01-03-2022;3175;6.3
01-04-2022;3175;4.8
01-05-2022;3175;0
01-06-2022;3175;14.7
01-07-2022;3175;18.7
01-08-2022;3175;18.6
01-09-2022;3175;13.1
01-10-2022;3175;11.0
01-11-2022;3175;5.1
01-12-2022;3175;4.9
01-01-2022;2462;-2.0
01-02-2022;2462;-0.2
01-03-2022;2462;-1.4
01-04-2022;2462;-0.3
01-05-2022;2462;7.3
01-06-2022;2462;10.3
01-07-2022;2462;16.0
01-08-2022;2462;14.1
01-09-2022;2462;8.2
01-10-2022;2462;8.0
01-11-2022;2462;1.4
01-12-2022;2462;0.9
01-01-2022;6155A;9.0
01-02-2022;6155A;10.3
01-03-2022;6155A;10.9
01-04-2022;6155A;12.1
01-05-2022;6155A;16.3
01-06-2022;6155A;20.5
01-07-2022;6155A;22.1
01-08-2022;6155A;22.9
01-09-2022;6155A;20.5
01-10-2022;6155A;17.1
01-11-2022;6155A;13.0
01-12-2022;6155A;10.5
01-01-2022;6000A;10.2
01-02-2022;6000A;11.6
01-03-2022;6000A;0
01-04-2022;6000A;0
01-05-2022;6000A;17.3
01-06-2022;6000A;20.8
01-07-2022;6000A;23.3
01-08-2022;6000A;24.4
01-09-2022;6000A;21.9
01-10-2022;6000A;19.2
01-11-2022;6000A;15.9
01-12-2022;6000A;13.0
01-01-2022;7178I;4.7
01-02-2022;7178I;7.4
01-03-2022;7178I;10.3
01-04-2022;7178I;10.2
01-05-2022;7178I;15.0
01-06-2022;7178I;19.9
01-07-2022;7178I;23.0
01-08-2022;7178I;23.1
01-09-2022;7178I;20.3
01-10-2022;7178I;16.7
01-11-2022;7178I;12.0
01-12-2022;7178I;9.5
01-01-2022;7228;3.2
01-02-2022;7228;6.0
01-03-2022;7228;10.0
01-04-2022;7228;9.5
01-05-2022;7228;13.7
01-06-2022;7228;18.4
01-07-2022;7228;21.6
01-08-2022;7228;21.9
01-09-2022;7228;19.4
01-10-2022;7228;15.6
01-11-2022;7228;10.9
01-12-2022;7228;8.3
01-01-2022;7031;5.5
01-02-2022;7031;6.8
01-03-2022;7031;10.5
01-04-2022;7031;10.2
01-05-2022;7031;14.5
01-06-2022;7031;18.1
01-07-2022;7031;22.2
01-08-2022;7031;22.8
01-09-2022;7031;19.2
01-10-2022;7031;15.6
01-11-2022;7031;10.4
01-12-2022;7031;7.7
01-01-2022;9263D;-1.2
01-02-2022;9263D;0.9
01-03-2022;9263D;4.6
01-04-2022;9263D;4.6
01-05-2022;9263D;10.2
01-06-2022;9263D;14.1
01-07-2022;9263D;15.3
01-08-2022;9263D;16.3
01-09-2022;9263D;12.1
01-10-2022;9263D;12.0
01-11-2022;9263D;5.2
01-12-2022;9263D;4.5
01-01-2022;9262;0
01-02-2022;9262;3.5
01-03-2022;9262;6.3
01-04-2022;9262;6.6
01-05-2022;9262;12.5
01-06-2022;9262;0
01-07-2022;9262;17.2
01-08-2022;9262;17.9
01-09-2022;9262;13.8
01-10-2022;9262;13.9
01-11-2022;9262;7.0
01-12-2022;9262;6.0
01-01-2022;1690A;1.3
01-02-2022;1690A;2.8
01-03-2022;1690A;5.8
01-04-2022;1690A;6.3
01-05-2022;1690A;11.4
01-06-2022;1690A;14.0
01-07-2022;1690A;16.9
01-08-2022;1690A;17.2
01-09-2022;1690A;0
01-10-2022;1690A;0
01-11-2022;1690A;0
01-12-2022;1690A;8.5
01-01-2022;1484C;6.1
01-02-2022;1484C;7.0
01-03-2022;1484C;8.0
01-04-2022;1484C;8.2
01-05-2022;1484C;12.5
01-06-2022;1484C;14.0
01-07-2022;1484C;17.0
01-08-2022;1484C;16.3
01-09-2022;1484C;14.9
01-10-2022;1484C;14.0
01-11-2022;1484C;9.8
01-12-2022;1484C;9.3
01-01-2022;1495;0
01-02-2022;1495;5.9
01-03-2022;1495;7.1
01-04-2022;1495;0
01-05-2022;1495;12.1
01-06-2022;1495;0
01-07-2022;1495;16.4
01-08-2022;1495;0
01-09-2022;1495;14.5
01-10-2022;1495;13.4
01-11-2022;1495;9.0
01-12-2022;1495;8.7
01-01-2022;2867;-3.5
01-02-2022;2867;-2.2
01-03-2022;2867;2.8
01-04-2022;2867;2.9
01-05-2022;2867;9.1
01-06-2022;2867;11.3
01-07-2022;2867;13.1
01-08-2022;2867;13.2
01-09-2022;2867;9.5
01-10-2022;2867;8.2
01-11-2022;2867;3.5
01-12-2022;2867;3.9
01-01-2022;2870;-0.7
01-02-2022;2870;1.3
01-03-2022;2870;4.9
01-04-2022;2870;5.0
01-05-2022;2870;11.4
01-06-2022;2870;14.3
01-07-2022;2870;17.0
01-08-2022;2870;16.9
01-09-2022;2870;12.8
01-10-2022;2870;11.4
01-11-2022;2870;5.8
01-12-2022;2870;6.2
01-01-2022;C929I;17.3
01-02-2022;C929I;17.3
01-03-2022;C929I;17.0
01-04-2022;C929I;17.7
01-05-2022;C929I;19.1
01-06-2022;C929I;20.4
01-07-2022;C929I;21.3
01-08-2022;C929I;21.9
01-09-2022;C929I;22.6
01-10-2022;C929I;21.7
01-11-2022;C929I;21.2
01-12-2022;C929I;18.4
01-01-2022;C430E;0.5
01-02-2022;C430E;1.2
01-03-2022;C430E;1.1
01-04-2022;C430E;4.0
01-05-2022;C430E;8.7
01-06-2022;C430E;10.7
01-07-2022;C430E;15.4
01-08-2022;C430E;14.7
01-09-2022;C430E;9.9
01-10-2022;C430E;8.5
01-11-2022;C430E;7.2
01-12-2022;C430E;4.1
01-01-2022;C139E;16.3
01-02-2022;C139E;16.3
01-03-2022;C139E;15.7
01-04-2022;C139E;16.6
01-05-2022;C139E;18.6
01-06-2022;C139E;19.6
01-07-2022;C139E;21.0
01-08-2022;C139E;21.6
01-09-2022;C139E;21.8
01-10-2022;C139E;20.5
01-11-2022;C139E;19.8
01-12-2022;C139E;17.9
01-01-2022;C449C;16.4
01-02-2022;C449C;16.5
01-03-2022;C449C;16.2
01-04-2022;C449C;17.1
01-05-2022;C449C;19.0
01-06-2022;C449C;20.6
01-07-2022;C449C;22.1
01-08-2022;C449C;22.7
01-09-2022;C449C;22.4
01-10-2022;C449C;21.2
01-11-2022;C449C;19.8
01-12-2022;C449C;18.5
01-01-2022;C447A;11.4
01-02-2022;C447A;11.2
01-03-2022;C447A;10.4
01-04-2022;C447A;0
01-05-2022;C447A;13.7
01-06-2022;C447A;14.6
01-07-2022;C447A;17.3
01-08-2022;C447A;17.1
01-09-2022;C447A;17.3
01-10-2022;C447A;15.7
01-11-2022;C447A;14.3
01-12-2022;C447A;12.9
01-01-2022;C429I;15.4
01-02-2022;C429I;15.5
01-03-2022;C429I;14.9
01-04-2022;C429I;15.7
01-05-2022;C429I;17.9
01-06-2022;C429I;19.4
01-07-2022;C429I;20.8
01-08-2022;C429I;21.4
01-09-2022;C429I;21.7
01-10-2022;C429I;19.8
01-11-2022;C429I;18.7
01-12-2022;C429I;17.1
01-01-2022;2465;0.3
01-02-2022;2465;2.1
01-03-2022;2465;4.3
01-04-2022;2465;3.9
01-05-2022;2465;10.6
01-06-2022;2465;14.1
01-07-2022;2465;18.4
01-08-2022;2465;17.8
01-09-2022;2465;12.1
01-10-2022;2465;12.5
01-11-2022;2465;5.3
01-12-2022;2465;4.9
01-01-2022;5796;4.9
01-02-2022;5796;5.9
01-03-2022;5796;9.2
01-04-2022;5796;9.5
01-05-2022;5796;14.2
01-06-2022;5796;17.2
01-07-2022;5796;21.0
01-08-2022;5796;20.4
01-09-2022;5796;17.9
01-10-2022;5796;16.2
01-11-2022;5796;11.1
01-12-2022;5796;10.0
01-01-2022;5783;5.8
01-02-2022;5783;7.2
01-03-2022;5783;9.6
01-04-2022;5783;9.7
01-05-2022;5783;15.0
01-06-2022;5783;17.9
01-07-2022;5783;21.8
01-08-2022;5783;20.7
01-09-2022;5783;18.0
01-10-2022;5783;16.5
01-11-2022;5783;11.3
01-12-2022;5783;0
01-01-2022;2030;-3.2
01-02-2022;2030;-0.8
01-03-2022;2030;2.3
01-04-2022;2030;3.0
01-05-2022;2030;8.7
01-06-2022;2030;12.3
01-07-2022;2030;14.8
01-08-2022;2030;14.7
01-09-2022;2030;10.2
01-10-2022;2030;8.6
01-11-2022;2030;3.6
01-12-2022;2030;3.4
01-01-2022;0016A;1.1
01-02-2022;0016A;5.2
01-03-2022;0016A;8.0
01-04-2022;0016A;8.8
01-05-2022;0016A;13.1
01-06-2022;0016A;18.8
01-07-2022;0016A;20.6
01-08-2022;0016A;21.2
01-09-2022;0016A;18.2
01-10-2022;0016A;15.3
01-11-2022;0016A;9.5
01-12-2022;0016A;6.4
