FECHA;INDICATIVO;LLUVIA_sup_1mm
01-12-2023;1082;16
01-01-2023;2331;11
01-02-2023;2331;3
01-03-2023;2331;3
01-04-2023;2331;4
01-05-2023;2331;4
01-06-2023;2331;8
01-07-2023;2331;0
01-08-2023;2331;1
01-09-2023;2331;8
01-10-2023;2331;13
01-11-2023;2331;12
01-12-2023;2331;6
01-01-2023;3469A;4
01-02-2023;3469A;1
01-03-2023;3469A;3
01-04-2023;3469A;1
01-05-2023;3469A;5
01-06-2023;3469A;6
01-07-2023;3469A;0
01-08-2023;3469A;0
01-09-2023;3469A;7
01-10-2023;3469A;11
01-11-2023;3469A;8
01-12-2023;3469A;5
01-01-2023;5973;5
01-02-2023;5973;3
01-03-2023;5973;4
01-04-2023;5973;1
01-05-2023;5973;2
01-06-2023;5973;2
01-07-2023;5973;0
01-08-2023;5973;0
01-09-2023;5973;4
01-10-2023;5973;8
01-11-2023;5973;4
01-12-2023;5973;5
01-01-2023;5960;4
01-02-2023;5960;1
01-03-2023;5960;3
01-04-2023;5960;1
01-05-2023;5960;4
01-06-2023;5960;2
01-07-2023;5960;0
01-08-2023;5960;0
01-09-2023;5960;5
01-10-2023;5960;8
01-11-2023;5960;3
01-12-2023;5960;4
01-01-2023;5910;4
01-02-2023;5910;3
01-03-2023;5910;3
01-04-2023;5910;0
01-05-2023;5910;3
01-06-2023;5910;2
01-07-2023;5910;0
01-08-2023;5910;0
01-09-2023;5910;5
01-10-2023;5910;7
01-11-2023;5910;4
01-12-2023;5910;4
01-01-2023;6001;9
01-02-2023;6001;5
01-03-2023;6001;0
01-04-2023;6001;0
01-05-2023;6001;2
01-06-2023;6001;4
01-07-2023;6001;0
01-08-2023;6001;0
01-09-2023;6001;4
01-10-2023;6001;7
01-11-2023;6001;3
01-12-2023;6001;3
01-01-2023;1111;18
01-02-2023;1111;6
01-03-2023;1111;6
01-04-2023;1111;6
01-05-2023;1111;10
01-06-2023;1111;8
01-07-2023;1111;10
01-08-2023;1111;9
01-09-2023;1111;10
01-10-2023;1111;13
01-11-2023;1111;19
01-12-2023;1111;16
01-01-2023;1109;17
01-02-2023;1109;5
01-03-2023;1109;8
01-04-2023;1109;5
01-05-2023;1109;11
01-06-2023;1109;8
01-07-2023;1109;8
01-08-2023;1109;8
01-09-2023;1109;10
01-10-2023;1109;13
01-11-2023;1109;18
01-12-2023;1109;14
01-01-2023;8501;0
01-02-2023;8501;3
01-03-2023;8501;0
01-04-2023;8501;2
01-05-2023;8501;3
01-06-2023;8501;5
01-07-2023;8501;2
01-08-2023;8501;1
01-09-2023;8501;6
01-10-2023;8501;2
01-11-2023;8501;1
01-12-2023;8501;1
01-01-2023;8500A;0
01-02-2023;8500A;3
01-03-2023;8500A;0
01-04-2023;8500A;2
01-05-2023;8500A;4
01-06-2023;8500A;4
01-07-2023;8500A;2
01-08-2023;8500A;1
01-09-2023;8500A;6
01-10-2023;8500A;1
01-11-2023;8500A;0
01-12-2023;8500A;1
01-01-2023;5000C;8
01-02-2023;5000C;8
01-03-2023;5000C;3
01-04-2023;5000C;0
01-05-2023;5000C;6
01-06-2023;5000C;5
01-07-2023;5000C;0
01-08-2023;5000C;0
01-09-2023;5000C;2
01-10-2023;5000C;6
01-11-2023;5000C;2
01-12-2023;5000C;4
01-01-2023;4121;5
01-02-2023;4121;0
01-03-2023;4121;2
01-04-2023;4121;1
01-05-2023;4121;4
01-06-2023;4121;5
01-07-2023;4121;0
01-08-2023;4121;0
01-09-2023;4121;7
01-10-2023;4121;10
01-11-2023;4121;3
01-12-2023;4121;2
01-01-2023;5402;5
01-02-2023;5402;2
01-03-2023;5402;4
01-04-2023;5402;1
01-05-2023;5402;7
01-06-2023;5402;4
01-07-2023;5402;0
01-08-2023;5402;0
01-09-2023;5402;5
01-10-2023;5402;7
01-11-2023;5402;5
01-12-2023;5402;6
01-01-2023;8096;6
01-02-2023;8096;2
01-03-2023;8096;4
01-04-2023;8096;1
01-05-2023;8096;7
01-06-2023;8096;9
01-07-2023;8096;1
01-08-2023;8096;0
01-09-2023;8096;6
01-10-2023;8096;9
01-11-2023;8096;9
01-12-2023;8096;3
01-01-2023;1024E;16
01-02-2023;1024E;3
01-03-2023;1024E;7
01-04-2023;1024E;13
01-05-2023;1024E;10
01-06-2023;1024E;13
01-07-2023;1024E;12
01-08-2023;1024E;12
01-09-2023;1024E;10
01-10-2023;1024E;9
01-11-2023;1024E;19
01-12-2023;1024E;18
01-01-2023;1014;15
01-02-2023;1014;2
01-03-2023;1014;8
01-04-2023;1014;10
01-05-2023;1014;8
01-06-2023;1014;10
01-07-2023;1014;10
01-08-2023;1014;12
01-09-2023;1014;9
01-10-2023;1014;10
01-11-2023;1014;19
01-12-2023;1014;20
01-01-2023;0367;2
01-02-2023;0367;6
01-03-2023;0367;1
01-04-2023;0367;8
01-05-2023;0367;13
01-06-2023;0367;8
01-07-2023;0367;2
01-08-2023;0367;2
01-09-2023;0367;4
01-10-2023;0367;3
01-11-2023;0367;2
01-12-2023;0367;1
01-01-2023;5530E;4
01-02-2023;5530E;1
01-03-2023;5530E;2
01-04-2023;5530E;0
01-05-2023;5530E;7
01-06-2023;5530E;8
01-07-2023;5530E;0
01-08-2023;5530E;0
01-09-2023;5530E;3
01-10-2023;5530E;4
01-11-2023;5530E;0
01-12-2023;5530E;6
01-01-2023;5514;2
01-02-2023;5514;1
01-03-2023;5514;2
01-04-2023;5514;0
01-05-2023;5514;5
01-06-2023;5514;6
01-07-2023;5514;0
01-08-2023;5514;0
01-09-2023;5514;2
01-10-2023;5514;3
01-11-2023;5514;0
01-12-2023;5514;4
01-01-2023;3013;6
01-02-2023;3013;4
01-03-2023;3013;2
01-04-2023;3013;2
01-05-2023;3013;7
01-06-2023;3013;11
01-07-2023;3013;1
01-08-2023;3013;0
01-09-2023;3013;6
01-10-2023;3013;9
01-11-2023;3013;5
01-12-2023;3013;4
01-01-2023;4642E;2
01-02-2023;4642E;1
01-03-2023;4642E;2
01-04-2023;4642E;1
01-05-2023;4642E;4
01-06-2023;4642E;3
01-07-2023;4642E;0
01-08-2023;4642E;0
01-09-2023;4642E;3
01-10-2023;4642E;9
01-11-2023;4642E;5
01-12-2023;4642E;2
01-01-2023;9898;6
01-02-2023;9898;2
01-03-2023;9898;1
01-04-2023;9898;1
01-05-2023;9898;6
01-06-2023;9898;12
01-07-2023;9898;2
01-08-2023;9898;1
01-09-2023;9898;6
01-10-2023;9898;7
01-11-2023;9898;7
01-12-2023;9898;2
01-01-2023;5270B;3
01-02-2023;5270B;3
01-03-2023;5270B;3
01-04-2023;5270B;0
01-05-2023;5270B;9
01-06-2023;5270B;6
01-07-2023;5270B;0
01-08-2023;5270B;0
01-09-2023;5270B;5
01-10-2023;5270B;7
01-11-2023;5270B;4
01-12-2023;5270B;6
01-01-2023;9170;10
01-02-2023;9170;3
01-03-2023;9170;2
01-04-2023;9170;5
01-05-2023;9170;3
01-06-2023;9170;8
01-07-2023;9170;0
01-08-2023;9170;1
01-09-2023;9170;9
01-10-2023;9170;8
01-11-2023;9170;10
01-12-2023;9170;4
01-01-2023;C249I;1
01-02-2023;C249I;5
01-03-2023;C249I;0
01-04-2023;C249I;1
01-05-2023;C249I;1
01-06-2023;C249I;0
01-07-2023;C249I;0
01-08-2023;C249I;0
01-09-2023;C249I;0
01-10-2023;C249I;0
01-11-2023;C249I;0
01-12-2023;C249I;2
01-01-2023;C649I;7
01-02-2023;C649I;6
01-03-2023;C649I;0
01-04-2023;C649I;1
01-05-2023;C649I;0
01-06-2023;C649I;0
01-07-2023;C649I;0
01-08-2023;C649I;0
01-09-2023;C649I;1
01-10-2023;C649I;2
01-11-2023;C649I;3
01-12-2023;C649I;3
01-01-2023;C029O;1
01-02-2023;C029O;4
01-03-2023;C029O;0
01-04-2023;C029O;2
01-05-2023;C029O;2
01-06-2023;C029O;0
01-07-2023;C029O;0
01-08-2023;C029O;0
01-09-2023;C029O;0
01-10-2023;C029O;1
01-11-2023;C029O;1
01-12-2023;C029O;2
01-01-2023;2661;9
01-02-2023;2661;1
01-03-2023;2661;3
01-04-2023;2661;4
01-05-2023;2661;5
01-06-2023;2661;0
01-07-2023;2661;0
01-08-2023;2661;1
01-09-2023;2661;9
01-10-2023;2661;13
01-11-2023;2661;8
01-12-2023;2661;8
01-01-2023;1549;13
01-02-2023;1549;4
01-03-2023;1549;7
01-04-2023;1549;5
01-05-2023;1549;4
01-06-2023;1549;12
01-07-2023;1549;1
01-08-2023;1549;0
01-09-2023;1549;8
01-10-2023;1549;16
01-11-2023;1549;14
01-12-2023;1549;9
01-01-2023;9771C;4
01-02-2023;9771C;3
01-03-2023;9771C;0
01-04-2023;9771C;0
01-05-2023;9771C;2
01-06-2023;9771C;7
01-07-2023;9771C;2
01-08-2023;9771C;1
01-09-2023;9771C;4
01-10-2023;9771C;4
01-11-2023;9771C;3
01-12-2023;9771C;2
01-01-2023;1505;14
01-02-2023;1505;5
01-03-2023;1505;13
01-04-2023;1505;7
01-05-2023;1505;7
01-06-2023;1505;11
01-07-2023;1505;6
01-08-2023;1505;3
01-09-2023;1505;11
01-10-2023;1505;16
01-11-2023;1505;0
01-12-2023;1505;14
01-01-2023;3191E;4
01-02-2023;3191E;0
01-03-2023;3191E;2
01-04-2023;3191E;1
01-05-2023;3191E;8
01-06-2023;3191E;10
01-07-2023;3191E;1
01-08-2023;3191E;0
01-09-2023;3191E;13
01-10-2023;3191E;12
01-11-2023;3191E;9
01-12-2023;3191E;3
01-01-2023;3129;2
01-02-2023;3129;0
01-03-2023;3129;4
01-04-2023;3129;1
01-05-2023;3129;7
01-06-2023;3129;11
01-07-2023;3129;0
01-08-2023;3129;0
01-09-2023;3129;9
01-10-2023;3129;12
01-11-2023;3129;5
01-12-2023;3129;3
01-01-2023;3196;2
01-02-2023;3196;1
01-03-2023;3196;3
01-04-2023;3196;1
01-05-2023;3196;6
01-06-2023;3196;7
01-07-2023;3196;0
01-08-2023;3196;0
01-09-2023;3196;10
01-10-2023;3196;11
01-11-2023;3196;3
01-12-2023;3196;2
01-01-2023;3200;3
01-02-2023;3200;1
01-03-2023;3200;3
01-04-2023;3200;1
01-05-2023;3200;8
01-06-2023;3200;7
01-07-2023;3200;0
01-08-2023;3200;0
01-09-2023;3200;11
01-10-2023;3200;9
01-11-2023;3200;3
01-12-2023;3200;3
01-01-2023;3195;2
01-02-2023;3195;1
01-03-2023;3195;4
01-04-2023;3195;1
01-05-2023;3195;7
01-06-2023;3195;9
01-07-2023;3195;0
01-08-2023;3195;0
01-09-2023;3195;0
01-10-2023;3195;0
01-11-2023;3195;0
01-12-2023;3195;2
01-01-2023;3175;2
01-02-2023;3175;1
01-03-2023;3175;3
01-04-2023;3175;1
01-05-2023;3175;8
01-06-2023;3175;11
01-07-2023;3175;0
01-08-2023;3175;0
01-09-2023;3175;6
01-10-2023;3175;9
01-11-2023;3175;6
01-12-2023;3175;4
01-01-2023;2462;13
01-02-2023;2462;2
01-03-2023;2462;7
01-04-2023;2462;2
01-05-2023;2462;12
01-06-2023;2462;13
01-07-2023;2462;2
01-08-2023;2462;0
01-09-2023;2462;11
01-10-2023;2462;15
01-11-2023;2462;12
01-12-2023;2462;7
01-01-2023;6155A;2
01-02-2023;6155A;5
01-03-2023;6155A;1
01-04-2023;6155A;0
01-05-2023;6155A;4
01-06-2023;6155A;4
01-07-2023;6155A;0
01-08-2023;6155A;0
01-09-2023;6155A;3
01-10-2023;6155A;3
01-11-2023;6155A;0
01-12-2023;6155A;2
01-01-2023;6000A;6
01-02-2023;6000A;5
01-03-2023;6000A;1
01-04-2023;6000A;0
01-05-2023;6000A;8
01-06-2023;6000A;1
01-07-2023;6000A;0
01-08-2023;6000A;0
01-09-2023;6000A;4
01-10-2023;6000A;3
01-11-2023;6000A;1
01-12-2023;6000A;2
01-01-2023;7178I;0
01-02-2023;7178I;4
01-03-2023;7178I;2
01-04-2023;7178I;2
01-05-2023;7178I;14
01-06-2023;7178I;2
01-07-2023;7178I;0
01-08-2023;7178I;0
01-09-2023;7178I;3
01-10-2023;7178I;1
01-11-2023;7178I;0
01-12-2023;7178I;1
01-01-2023;7228;1
01-02-2023;7228;4
01-03-2023;7228;2
01-04-2023;7228;2
01-05-2023;7228;12
01-06-2023;7228;3
01-07-2023;7228;1
01-08-2023;7228;0
01-09-2023;7228;3
01-10-2023;7228;2
01-11-2023;7228;0
01-12-2023;7228;1
01-01-2023;7031;3
01-02-2023;7031;1
01-03-2023;7031;2
01-04-2023;7031;1
01-05-2023;7031;6
01-06-2023;7031;3
01-07-2023;7031;0
01-08-2023;7031;0
01-09-2023;7031;3
01-10-2023;7031;1
01-11-2023;7031;0
01-12-2023;7031;2
01-01-2023;9263D;8
01-02-2023;9263D;3
01-03-2023;9263D;6
01-04-2023;9263D;8
01-05-2023;9263D;10
01-06-2023;9263D;9
01-07-2023;9263D;2
01-08-2023;9263D;3
01-09-2023;9263D;8
01-10-2023;9263D;11
01-11-2023;9263D;11
01-12-2023;9263D;8
01-01-2023;9262;10
01-02-2023;9262;3
01-03-2023;9262;6
01-04-2023;9262;9
01-05-2023;9262;9
01-06-2023;9262;11
01-07-2023;9262;3
01-08-2023;9262;0
01-09-2023;9262;8
01-10-2023;9262;10
01-11-2023;9262;0
01-12-2023;9262;9
01-01-2023;1690A;12
01-02-2023;1690A;3
01-03-2023;1690A;8
01-04-2023;1690A;6
01-05-2023;1690A;6
01-06-2023;1690A;11
01-07-2023;1690A;2
01-08-2023;1690A;2
01-09-2023;1690A;10
01-10-2023;1690A;0
01-11-2023;1690A;0
01-12-2023;1690A;0
01-01-2023;1484C;15
01-02-2023;1484C;4
01-03-2023;1484C;17
01-04-2023;1484C;10
01-05-2023;1484C;8
01-06-2023;1484C;10
01-07-2023;1484C;5
01-08-2023;1484C;4
01-09-2023;1484C;9
01-10-2023;1484C;0
01-11-2023;1484C;0
01-12-2023;1484C;0
01-01-2023;1495;13
01-02-2023;1495;4
01-03-2023;1495;18
01-04-2023;1495;9
01-05-2023;1495;8
01-06-2023;1495;11
01-07-2023;1495;5
01-08-2023;1495;4
01-09-2023;1495;11
01-10-2023;1495;20
01-11-2023;1495;19
01-12-2023;1495;15
01-01-2023;2867;6
01-02-2023;2867;2
01-03-2023;2867;4
01-04-2023;2867;1
01-05-2023;2867;11
01-06-2023;2867;11
01-07-2023;2867;0
01-08-2023;2867;0
01-09-2023;2867;5
01-10-2023;2867;8
01-11-2023;2867;6
01-12-2023;2867;3
01-01-2023;2870;5
01-02-2023;2870;2
01-03-2023;2870;3
01-04-2023;2870;1
01-05-2023;2870;9
01-06-2023;2870;8
01-07-2023;2870;0
01-08-2023;2870;0
01-09-2023;2870;4
01-10-2023;2870;7
01-11-2023;2870;4
01-12-2023;2870;2
01-01-2023;C929I;2
01-02-2023;C929I;3
01-03-2023;C929I;0
01-04-2023;C929I;0
01-05-2023;C929I;1
01-06-2023;C929I;2
01-07-2023;C929I;0
01-08-2023;C929I;1
01-09-2023;C929I;0
01-10-2023;C929I;3
01-11-2023;C929I;2
01-12-2023;C929I;3
01-01-2023;C430E;3
01-02-2023;C430E;7
01-03-2023;C430E;0
01-04-2023;C430E;1
01-05-2023;C430E;1
01-06-2023;C430E;2
01-07-2023;C430E;0
01-08-2023;C430E;1
01-09-2023;C430E;0
01-10-2023;C430E;3
01-11-2023;C430E;4
01-12-2023;C430E;2
01-01-2023;C139E;13
01-02-2023;C139E;7
01-03-2023;C139E;0
01-04-2023;C139E;1
01-05-2023;C139E;0
01-06-2023;C139E;3
01-07-2023;C139E;0
01-08-2023;C139E;0
01-09-2023;C139E;4
01-10-2023;C139E;4
01-11-2023;C139E;3
01-12-2023;C139E;4
01-01-2023;C449C;9
01-02-2023;C449C;10
01-03-2023;C449C;0
01-04-2023;C449C;0
01-05-2023;C449C;0
01-06-2023;C449C;1
01-07-2023;C449C;0
01-08-2023;C449C;1
01-09-2023;C449C;2
01-10-2023;C449C;1
01-11-2023;C449C;3
01-12-2023;C449C;2
01-01-2023;C447A;14
01-02-2023;C447A;13
01-03-2023;C447A;1
01-04-2023;C447A;3
01-05-2023;C447A;1
01-06-2023;C447A;3
01-07-2023;C447A;0
01-08-2023;C447A;1
01-09-2023;C447A;5
01-10-2023;C447A;4
01-11-2023;C447A;5
01-12-2023;C447A;4
01-01-2023;C429I;1
01-02-2023;C429I;3
01-03-2023;C429I;0
01-04-2023;C429I;0
01-05-2023;C429I;2
01-06-2023;C429I;0
01-07-2023;C429I;0
01-08-2023;C429I;1
01-09-2023;C429I;2
01-10-2023;C429I;0
01-11-2023;C429I;2
01-12-2023;C429I;1
01-01-2023;2465;9
01-02-2023;2465;4
01-03-2023;2465;6
01-04-2023;2465;1
01-05-2023;2465;9
01-06-2023;2465;9
01-07-2023;2465;1
01-08-2023;2465;0
01-09-2023;2465;10
01-10-2023;2465;12
01-11-2023;2465;10
01-12-2023;2465;3
01-01-2023;5796;5
01-02-2023;5796;2
01-03-2023;5796;3
01-04-2023;5796;1
01-05-2023;5796;4
01-06-2023;5796;3
01-07-2023;5796;0
01-08-2023;5796;0
01-09-2023;5796;5
01-10-2023;5796;7
01-11-2023;5796;3
01-12-2023;5796;3
01-01-2023;5783;5
01-02-2023;5783;1
01-03-2023;5783;3
01-04-2023;5783;1
01-05-2023;5783;5
01-06-2023;5783;3
01-07-2023;5783;0
01-08-2023;5783;0
01-09-2023;5783;5
01-10-2023;5783;9
01-11-2023;5783;4
01-12-2023;5783;3
01-01-2023;2030;7
01-02-2023;2030;3
01-03-2023;2030;5
01-04-2023;2030;4
01-05-2023;2030;6
01-06-2023;2030;14
01-07-2023;2030;4
01-08-2023;2030;1
01-09-2023;2030;10
01-10-2023;2030;11
01-11-2023;2030;5
01-12-2023;2030;5
01-01-2023;0016A;1
01-02-2023;0016A;3
01-03-2023;0016A;1
01-04-2023;0016A;2
01-05-2023;0016A;5
01-06-2023;0016A;2
01-07-2023;0016A;4
01-08-2023;0016A;2
01-09-2023;0016A;4
01-10-2023;0016A;3
01-11-2023;0016A;0
01-12-2023;0016A;1
01-01-2023;9981A;3
01-02-2023;9981A;5
01-03-2023;9981A;1
01-04-2023;9981A;2
01-05-2023;9981A;7
01-06-2023;9981A;7
01-07-2023;9981A;6
01-08-2023;9981A;3
01-09-2023;9981A;4
01-10-2023;9981A;4
01-11-2023;9981A;2
01-12-2023;9981A;2
01-01-2023;9381I;4
01-02-2023;9381I;2
01-03-2023;9381I;2
01-04-2023;9381I;3
01-05-2023;9381I;7
01-06-2023;9381I;11
01-07-2023;9381I;1
01-08-2023;9381I;0
01-09-2023;9381I;6
01-10-2023;9381I;3
01-11-2023;9381I;3
01-12-2023;9381I;3
01-01-2023;8368U;1
01-02-2023;8368U;0
01-03-2023;8368U;2
01-04-2023;8368U;4
01-05-2023;8368U;10
01-06-2023;8368U;12
01-07-2023;8368U;2
01-08-2023;8368U;0
01-09-2023;8368U;3
01-10-2023;8368U;3
01-11-2023;8368U;2
01-12-2023;8368U;1
01-01-2023;3260B;2
01-02-2023;3260B;1
01-03-2023;3260B;2
01-04-2023;3260B;1
01-05-2023;3260B;8
01-06-2023;3260B;7
01-07-2023;3260B;0
01-08-2023;3260B;0
01-09-2023;3260B;8
01-10-2023;3260B;9
01-11-2023;3260B;3
01-12-2023;3260B;1
01-01-2023;8416;0
01-02-2023;8416;3
01-03-2023;8416;1
01-04-2023;8416;0
01-05-2023;8416;4
01-06-2023;8416;4
01-07-2023;8416;1
01-08-2023;8416;1
01-09-2023;8416;6
01-10-2023;8416;1
01-11-2023;8416;0
01-12-2023;8416;1
01-01-2023;8414A;1
01-02-2023;8414A;3
01-03-2023;8414A;1
01-04-2023;8414A;0
01-05-2023;8414A;7
01-06-2023;8414A;4
01-07-2023;8414A;2
01-08-2023;8414A;2
01-09-2023;8414A;6
01-10-2023;8414A;1
01-11-2023;8414A;0
01-12-2023;8414A;1
01-01-2023;2422;7
01-02-2023;2422;1
01-03-2023;2422;5
01-04-2023;2422;1
01-05-2023;2422;6
01-06-2023;2422;9
01-07-2023;2422;1
01-08-2023;2422;0
01-09-2023;2422;7
01-10-2023;2422;13
01-11-2023;2422;8
01-12-2023;2422;5
01-01-2023;2539;7
01-02-2023;2539;1
01-03-2023;2539;3
01-04-2023;2539;1
01-05-2023;2539;7
01-06-2023;2539;9
01-07-2023;2539;0
01-08-2023;2539;0
01-09-2023;2539;7
01-10-2023;2539;10
01-11-2023;2539;9
01-12-2023;2539;5
01-01-2023;2614;4
01-02-2023;2614;2
01-03-2023;2614;4
01-04-2023;2614;1
01-05-2023;2614;6
01-06-2023;2614;8
01-07-2023;2614;0
01-08-2023;2614;0
01-09-2023;2614;5
01-10-2023;2614;10
01-11-2023;2614;11
01-12-2023;2614;7
01-01-2023;9390;3
01-02-2023;9390;1
01-03-2023;9390;1
01-04-2023;9390;4
01-05-2023;9390;6
01-06-2023;9390;13
01-07-2023;9390;0
01-08-2023;9390;0
01-09-2023;9390;9
01-10-2023;9390;6
01-11-2023;9390;3
01-12-2023;9390;2
01-01-2023;9434;2
01-02-2023;9434;2
01-03-2023;9434;1
01-04-2023;9434;2
01-05-2023;9434;3
01-06-2023;9434;11
01-07-2023;9434;3
01-08-2023;9434;0
01-09-2023;9434;8
01-10-2023;9434;7
01-11-2023;9434;6
01-12-2023;9434;2
