FECHA;INDICATIVO;TEMP_MIN
01-06-2022;B278;14.6(01)
01-07-2022;B278;16.9(10)
01-08-2022;B278;18.1(21)
01-09-2022;B278;12.3(30)
01-10-2022;B278;11.0(01)
01-11-2022;B278;3.1(27)
01-12-2022;B278;5.9(29)
01-01-2022;B228;4.5(17)
01-02-2022;B228;6.4(07)
01-03-2022;B228;7.6(01)
01-04-2022;B228;6.4(03)
01-05-2022;B228;13.6(10)
01-06-2022;B228;18.9(01)
01-07-2022;B228;22.0(10)
01-08-2022;B228;21.8(27)
01-09-2022;B228;0
01-10-2022;B228;15.9(01)
01-11-2022;B228;9.5(27)
01-12-2022;B228;9.7(29)
01-01-2022;0200E;1.4(22)
01-02-2022;0200E;4.3(20)
01-03-2022;0200E;6.3(06)
01-04-2022;0200E;0.5(02)
01-05-2022;0200E;11.4(25)
01-06-2022;0200E;16.5(10)
01-07-2022;0200E;17.8(01)
01-08-2022;0200E;15.8(31)
01-09-2022;0200E;11.6(30)
01-10-2022;0200E;12.6(01)
01-11-2022;0200E;5.9(20)
01-12-2022;0200E;3.2(10)
01-01-2022;0076;1.3(15)
01-02-2022;0076;4.9(10)
01-03-2022;0076;6.4(08)
01-04-2022;0076;0
01-05-2022;0076;0
01-06-2022;0076;18.2(01)
01-07-2022;0076;20.0(02)
01-08-2022;0076;18.2(19)
01-09-2022;0076;14.5(30)
01-10-2022;0076;12.7(01)
01-11-2022;0076;6.2(20)
01-12-2022;0076;3.7(03)
01-01-2022;1082;-2.2(23)
01-02-2022;1082;0.0(26)
01-03-2022;1082;4.5(06)
01-04-2022;1082;1.4(06)
01-05-2022;1082;8.3(06)
01-06-2022;1082;10.0(28)
01-07-2022;1082;9.7(01)
01-08-2022;1082;14.1(19)
01-09-2022;1082;9.1(21)
01-10-2022;1082;10.7(01)
01-11-2022;1082;5.1(30)
01-12-2022;1082;2.1(04)
01-01-2022;2331;-7.8(14)
01-02-2022;2331;-6.1(22)
01-03-2022;2331;-2.6(01)
01-04-2022;2331;-4.3(06)
01-05-2022;2331;1.6(09)
01-06-2022;2331;4.0(28)
01-07-2022;2331;5.0(01)
01-08-2022;2331;9.4(19)
01-09-2022;2331;2.1(25)
01-10-2022;2331;3.8(01)
01-11-2022;2331;-1.8(27)
01-12-2022;2331;-3.6(04)
01-01-2022;3469A;-1.1(22)
01-02-2022;3469A;2.3(02)
01-03-2022;3469A;1.9(06)
01-04-2022;3469A;0.2(03)
01-05-2022;3469A;8.1(02)
01-06-2022;3469A;11.4(26)
01-07-2022;3469A;16.0(01)
01-08-2022;3469A;16.0(16)
01-09-2022;3469A;10.1(30)
01-10-2022;3469A;9.4(01)
01-11-2022;3469A;2.2(30)
01-12-2022;3469A;2.0(03)
01-01-2022;5973;7.4(08)
01-02-2022;5973;9.3(15)
01-03-2022;5973;9.3(06)
01-04-2022;5973;9.3(03)
01-05-2022;5973;14.6(03)
01-06-2022;5973;17.8(27)
01-07-2022;5973;19.1(01)
01-08-2022;5973;20.3(18)
01-09-2022;5973;16.6(30)
01-10-2022;5973;16.9(01)
01-11-2022;5973;8.5(30)
01-12-2022;5973;10.9(03)
01-01-2022;5960;-0.9(09)
01-02-2022;5960;1.8(01)
01-03-2022;5960;0
01-04-2022;5960;0
01-05-2022;5960;9.9(05)
01-06-2022;5960;0
01-07-2022;5960;13.6(01)
01-08-2022;5960;15.1(22)
01-09-2022;5960;11.0(28)
01-10-2022;5960;7.2(01)
01-11-2022;5960;1.8(30)
01-12-2022;5960;4.1(31)
01-01-2022;5910;2.0(09)
01-02-2022;5910;4.3(15)
01-03-2022;5910;4.6(06)
01-04-2022;5910;6.3(02)
01-05-2022;5910;11.3(05)
01-06-2022;5910;14.5(28)
01-07-2022;5910;15.7(01)
01-08-2022;5910;17.2(18)
01-09-2022;5910;14.2(25)
01-10-2022;5910;12.3(01)
01-11-2022;5910;4.6(30)
01-12-2022;5910;6.3(31)
01-01-2022;6001;8.3(05)
01-02-2022;6001;4.5(16)
01-03-2022;6001;6.6(16)
01-04-2022;6001;8.1(02)
01-05-2022;6001;0
01-06-2022;6001;14.8(07)
01-07-2022;6001;16.5(01)
01-08-2022;6001;17.6(26)
01-09-2022;6001;0
01-10-2022;6001;14.2(15)
01-11-2022;6001;7.5(29)
01-12-2022;6001;8.4(30)
01-01-2022;1111;3.8(23)
01-02-2022;1111;5.2(06)
01-03-2022;1111;5.6(06)
01-04-2022;1111;2.1(05)
01-05-2022;1111;11.0(05)
01-06-2022;1111;11.0(28)
01-07-2022;1111;12.5(01)
01-08-2022;1111;15.6(17)
01-09-2022;1111;12.0(25)
01-10-2022;1111;13.5(31)
01-11-2022;1111;7.2(19)
01-12-2022;1111;5.0(17)
01-01-2022;1109;0.0(15)
01-02-2022;1109;2.3(02)
01-03-2022;1109;5.2(05)
01-04-2022;1109;1.6(05)
01-05-2022;1109;9.6(07)
01-06-2022;1109;11.5(28)
01-07-2022;1109;11.8(01)
01-08-2022;1109;10.0(19)
01-09-2022;1109;11.7(21)
01-10-2022;1109;12.3(09)
01-11-2022;1109;5.4(27)
01-12-2022;1109;2.7(05)
01-01-2022;8500A;2.0(18)
01-02-2022;8500A;5.5(07)
01-03-2022;8500A;5.7(09)
01-04-2022;8500A;4.5(03)
01-05-2022;8500A;11.8(06)
01-06-2022;8500A;17.6(28)
01-07-2022;8500A;19.6(02)
01-08-2022;8500A;20.3(18)
01-09-2022;8500A;15.1(27)
01-10-2022;8500A;13.0(01)
01-11-2022;8500A;6.8(20)
01-12-2022;8500A;6.4(03)
01-01-2022;5000C;10.4(05)
01-02-2022;5000C;10.1(15)
01-03-2022;5000C;0
01-04-2022;5000C;11.3(02)
01-05-2022;5000C;13.4(05)
01-06-2022;5000C;17.8(03)
01-07-2022;5000C;18.4(06)
01-08-2022;5000C;19.3(25)
01-09-2022;5000C;16.6(30)
01-10-2022;5000C;16.1(01)
01-11-2022;5000C;10.8(30)
01-12-2022;5000C;11.8(01)
01-01-2022;4121;-4.2(19)
01-02-2022;4121;0.0(15)
01-03-2022;4121;1.4(09)
01-04-2022;4121;-0.7(03)
01-05-2022;4121;7.7(05)
01-06-2022;4121;14.0(21)
01-07-2022;4121;17.0(01)
01-08-2022;4121;15.9(18)
01-09-2022;4121;9.1(30)
01-10-2022;4121;7.5(01)
01-11-2022;4121;0.4(30)
01-12-2022;4121;-1.3(03)
01-01-2022;5402;-1.6(20)
01-02-2022;5402;-0.3(15)
01-03-2022;5402;2.7(06)
01-04-2022;5402;3.9(21)
01-05-2022;5402;9.4(02)
01-06-2022;5402;13.0(27)
01-07-2022;5402;14.7(01)
01-08-2022;5402;16.2(18)
01-09-2022;5402;10.0(30)
01-10-2022;5402;8.9(02)
01-11-2022;5402;1.2(29)
01-12-2022;5402;1.7(03)
01-01-2022;8096;-5.4(16)
01-02-2022;8096;-3.9(20)
01-03-2022;8096;-1.0(09)
01-04-2022;8096;-3.2(03)
01-05-2022;8096;4.9(06)
01-06-2022;8096;11.3(05)
01-07-2022;8096;14.5(07)
01-08-2022;8096;12.1(19)
01-09-2022;8096;5.9(30)
01-10-2022;8096;5.1(01)
01-11-2022;8096;0.5(27)
01-12-2022;8096;0.1(02)
01-01-2022;1014;-1.4(23)
01-02-2022;1014;1.0(26)
01-03-2022;1014;4.4(09)
01-04-2022;1014;0.9(04)
01-05-2022;1014;11.1(06)
01-06-2022;1014;13.0(10)
01-07-2022;1014;11.6(01)
01-08-2022;1014;16.3(18)
01-09-2022;1014;11.5(18)
01-10-2022;1014;12.0(02)
01-11-2022;1014;5.0(27)
01-12-2022;1014;0.3(11)
01-01-2022;1024E;0.4(23)
01-02-2022;1024E;2.5(26)
01-03-2022;1024E;5.2(05)
01-04-2022;1024E;0.6(03)
01-05-2022;1024E;9.5(01)
01-06-2022;1024E;11.9(30)
01-07-2022;1024E;11.5(01)
01-08-2022;1024E;15.0(18)
01-09-2022;1024E;10.3(25)
01-10-2022;1024E;11.8(01)
01-11-2022;1024E;6.4(19)
01-12-2022;1024E;2.0(10)
01-01-2022;0367;-5.6(18)
01-02-2022;0367;0
01-03-2022;0367;-0.3(01)
01-04-2022;0367;-1.7(02)
01-05-2022;0367;7.5(06)
01-06-2022;0367;12.4(01)
01-07-2022;0367;14.0(02)
01-08-2022;0367;13.4(19)
01-09-2022;0367;9.7(26)
01-10-2022;0367;8.3(01)
01-11-2022;0367;0
01-12-2022;0367;-0.9(05)
01-01-2022;5530E;-5.3(20)
01-02-2022;5530E;-3.2(15)
01-03-2022;5530E;-0.6(09)
01-04-2022;5530E;-0.4(07)
01-05-2022;5530E;6.3(07)
01-06-2022;5530E;10.5(22)
01-07-2022;5530E;13.5(01)
01-08-2022;5530E;12.5(18)
01-09-2022;5530E;6.9(28)
01-10-2022;5530E;5.6(01)
01-11-2022;5530E;-2.5(29)
01-12-2022;5530E;-1.6(31)
01-01-2022;5514;-4.1(09)
01-02-2022;5514;-3.2(16)
01-03-2022;5514;0.1(09)
01-04-2022;5514;0.4(07)
01-05-2022;5514;7.4(07)
01-06-2022;5514;9.6(22)
01-07-2022;5514;15.8(01)
01-08-2022;5514;13.7(18)
01-09-2022;5514;8.1(28)
01-10-2022;5514;6.8(01)
01-11-2022;5514;-1.2(30)
01-12-2022;5514;-0.2(31)
01-01-2022;3013;-11.5(29)
01-02-2022;3013;-8.6(06)
01-03-2022;3013;-5.9(01)
01-04-2022;3013;-7.6(03)
01-05-2022;3013;0.3(06)
01-06-2022;3013;5.7(10)
01-07-2022;3013;7.6(01)
01-08-2022;3013;6.5(15)
01-09-2022;3013;1.4(27)
01-10-2022;3013;0.5(01)
01-11-2022;3013;-4.3(27)
01-12-2022;3013;-4.9(03)
01-01-2022;4642E;2.7(21)
01-02-2022;4642E;3.9(01)
01-03-2022;4642E;3.9(06)
01-04-2022;4642E;5.3(02)
01-05-2022;4642E;9.6(03)
01-06-2022;4642E;13.8(27)
01-07-2022;4642E;14.8(05)
01-08-2022;4642E;16.6(31)
01-09-2022;4642E;12.7(26)
01-10-2022;4642E;12.9(29)
01-11-2022;4642E;3.7(30)
01-12-2022;4642E;5.7(03)
01-01-2022;9898;-5.0(22)
01-02-2022;9898;-1.9(20)
01-03-2022;9898;1.5(07)
01-04-2022;9898;-2.6(03)
01-05-2022;9898;6.9(05)
01-06-2022;9898;10.4(28)
01-07-2022;9898;9.4(01)
01-08-2022;9898;13.8(19)
01-09-2022;9898;7.9(26)
01-10-2022;9898;6.8(01)
01-11-2022;9898;2.3(22)
01-12-2022;9898;-1.8(05)
01-01-2022;5270B;1.1(18)
01-02-2022;5270B;3.6(15)
01-03-2022;5270B;5.1(04)
01-04-2022;5270B;2.0(03)
01-05-2022;5270B;9.8(05)
01-06-2022;5270B;13.2(22)
01-07-2022;5270B;18.5(01)
01-08-2022;5270B;17.0(16)
01-09-2022;5270B;10.1(30)
01-10-2022;5270B;12.2(01)
01-11-2022;5270B;4.9(30)
01-12-2022;5270B;5.4(02)
01-01-2022;9170;-5.8(23)
01-02-2022;9170;-2.8(26)
01-03-2022;9170;0.4(09)
01-04-2022;9170;-0.5(04)
01-05-2022;9170;6.8(10)
01-06-2022;9170;9.9(28)
01-07-2022;9170;8.4(01)
01-08-2022;9170;13.0(17)
01-09-2022;9170;8.4(26)
01-10-2022;9170;6.8(24)
01-11-2022;9170;-0.9(27)
01-12-2022;9170;-0.6(17)
01-01-2022;C249I;12.4(30)
01-02-2022;C249I;11.1(21)
01-03-2022;C249I;10.2(14)
01-04-2022;C249I;13.4(10)
01-05-2022;C249I;16.7(04)
01-06-2022;C249I;18.6(23)
01-07-2022;C249I;19.8(02)
01-08-2022;C249I;20.6(28)
01-09-2022;C249I;20.1(25)
01-10-2022;C249I;18.6(31)
01-11-2022;C249I;16.8(30)
01-12-2022;C249I;13.6(20)
01-01-2022;C649I;0
01-02-2022;C649I;13.1(20)
01-03-2022;C649I;0
01-04-2022;C649I;14.4(10)
01-05-2022;C649I;15.2(15)
01-06-2022;C649I;18.1(15)
01-07-2022;C649I;18.2(02)
01-08-2022;C649I;20.4(29)
01-09-2022;C649I;19.2(30)
01-10-2022;C649I;18.9(16)
01-11-2022;C649I;18.0(17)
01-12-2022;C649I;0
01-01-2022;C029O;10.8(04)
01-02-2022;C029O;11.6(21)
01-03-2022;C029O;9.5(14)
01-04-2022;C029O;12.2(06)
01-05-2022;C029O;0
01-06-2022;C029O;17.2(23)
01-07-2022;C029O;0
01-08-2022;C029O;19.1(29)
01-09-2022;C029O;0
01-10-2022;C029O;18.0(31)
01-11-2022;C029O;14.7(30)
01-12-2022;C029O;0
01-01-2022;2661;-6.6(22)
01-02-2022;2661;-5.8(06)
01-03-2022;2661;-4.1(05)
01-04-2022;2661;-6.0(05)
01-05-2022;2661;2.9(04)
01-06-2022;2661;5.4(27)
01-07-2022;2661;6.4(01)
01-08-2022;2661;7.5(18)
01-09-2022;2661;4.5(25)
01-10-2022;2661;0
01-11-2022;2661;0.0(27)
01-12-2022;2661;0
01-01-2022;1549;-4.6(15)
01-02-2022;1549;-2.3(06)
01-03-2022;1549;-2.0(05)
01-04-2022;1549;-2.3(05)
01-05-2022;1549;6.0(03)
01-06-2022;1549;7.9(27)
01-07-2022;1549;8.4(01)
01-08-2022;1549;9.3(18)
01-09-2022;1549;4.7(26)
01-10-2022;1549;6.8(01)
01-11-2022;1549;0.8(27)
01-12-2022;1549;-3.6(04)
01-01-2022;9771C;-5.4(23)
01-02-2022;9771C;-1.3(07)
01-03-2022;9771C;0.6(09)
01-04-2022;9771C;-1.8(03)
01-05-2022;9771C;9.1(07)
01-06-2022;9771C;13.7(28)
01-07-2022;9771C;14.4(01)
01-08-2022;9771C;15.4(19)
01-09-2022;9771C;9.4(30)
01-10-2022;9771C;7.5(01)
01-11-2022;9771C;-0.8(27)
01-12-2022;9771C;-0.1(11)
01-01-2022;1505;-5.5(29)
01-02-2022;1505;-2.7(06)
01-03-2022;1505;-3.2(07)
01-04-2022;1505;-3.4(05)
01-05-2022;1505;4.4(07)
01-06-2022;1505;5.4(26)
01-07-2022;1505;6.5(01)
01-08-2022;1505;0
01-09-2022;1505;5.2(26)
01-10-2022;1505;5.5(05)
01-11-2022;1505;-0.3(05)
01-12-2022;1505;-3.3(04)
01-01-2022;3191E;-1.7(06)
01-02-2022;3191E;0.7(20)
01-03-2022;3191E;0.9(05)
01-04-2022;3191E;-2.6(03)
01-05-2022;3191E;6.1(25)
01-06-2022;3191E;11.4(22)
01-07-2022;3191E;12.9(01)
01-08-2022;3191E;12.2(18)
01-09-2022;3191E;7.2(25)
01-10-2022;3191E;8.9(24)
01-11-2022;3191E;2.7(29)
01-12-2022;3191E;-0.6(02)
01-01-2022;3129;-5.3(19)
01-02-2022;3129;-2.6(07)
01-03-2022;3129;0.0(05)
01-04-2022;3129;-2.2(03)
01-05-2022;3129;6.4(06)
01-06-2022;3129;11.3(21)
01-07-2022;3129;14.3(01)
01-08-2022;3129;14.2(18)
01-09-2022;3129;7.2(27)
01-10-2022;3129;6.6(01)
01-11-2022;3129;-0.2(29)
01-12-2022;3129;-1.0(03)
01-01-2022;3196;-1.5(16)
01-02-2022;3196;0.0(20)
01-03-2022;3196;2.3(05)
01-04-2022;3196;-0.4(03)
01-05-2022;3196;7.5(25)
01-06-2022;3196;11.8(24)
01-07-2022;3196;14.5(01)
01-08-2022;3196;15.2(18)
01-09-2022;3196;8.6(30)
01-10-2022;3196;9.5(01)
01-11-2022;3196;2.5(29)
01-12-2022;3196;0.3(03)
01-01-2022;3200;-2.6(16)
01-02-2022;3200;-0.2(07)
01-03-2022;3200;2.2(09)
01-04-2022;3200;-0.6(03)
01-05-2022;3200;9.0(25)
01-06-2022;3200;12.2(21)
01-07-2022;3200;16.2(01)
01-08-2022;3200;15.2(18)
01-09-2022;3200;7.8(30)
01-10-2022;3200;8.2(01)
01-11-2022;3200;2.4(27)
01-12-2022;3200;0.8(03)
01-01-2022;3195;-0.5(16)
01-02-2022;3195;1.9(20)
01-03-2022;3195;0
01-04-2022;3195;0.1(04)
01-05-2022;3195;9.4(25)
01-06-2022;3195;12.9(24)
01-07-2022;3195;0
01-08-2022;3195;15.1(18)
01-09-2022;3195;9.3(30)
01-10-2022;3195;9.8(01)
01-11-2022;3195;0
01-12-2022;3195;1.9(03)
01-01-2022;3175;-6.0(29)
01-02-2022;3175;-3.4(06)
01-03-2022;3175;2.1(01)
01-04-2022;3175;-3.2(03)
01-05-2022;3175;0
01-06-2022;3175;9.8(05)
01-07-2022;3175;13.8(01)
01-08-2022;3175;12.3(15)
01-09-2022;3175;5.1(30)
01-10-2022;3175;5.3(01)
01-11-2022;3175;-0.6(26)
01-12-2022;3175;-1.2(03)
01-01-2022;2462;-8.3(06)
01-02-2022;2462;-5.2(15)
01-03-2022;2462;-5.9(05)
01-04-2022;2462;-8.9(02)
01-05-2022;2462;-0.5(25)
01-06-2022;2462;4.5(24)
01-07-2022;2462;9.6(01)
01-08-2022;2462;5.5(18)
01-09-2022;2462;0.2(30)
01-10-2022;2462;3.0(24)
01-11-2022;2462;-4.1(22)
01-12-2022;2462;-4.3(03)
01-01-2022;6155A;4.4(08)
01-02-2022;6155A;4.7(02)
01-03-2022;6155A;6.1(06)
01-04-2022;6155A;7.4(03)
01-05-2022;6155A;12.0(01)
01-06-2022;6155A;17.1(06)
01-07-2022;6155A;18.1(01)
01-08-2022;6155A;19.2(21)
01-09-2022;6155A;15.5(30)
01-10-2022;6155A;12.7(01)
01-11-2022;6155A;5.2(30)
01-12-2022;6155A;5.2(31)
01-01-2022;6000A;7.1(04)
01-02-2022;6000A;9.1(11)
01-03-2022;6000A;0
01-04-2022;6000A;0
01-05-2022;6000A;12.3(01)
01-06-2022;6000A;18.6(06)
01-07-2022;6000A;20.4(01)
01-08-2022;6000A;21.2(21)
01-09-2022;6000A;16.8(30)
01-10-2022;6000A;15.4(01)
01-11-2022;6000A;9.5(30)
01-12-2022;6000A;9.9(31)
01-01-2022;7178I;-1.2(17)
01-02-2022;7178I;4.7(07)
01-03-2022;7178I;6.0(09)
01-04-2022;7178I;4.5(03)
01-05-2022;7178I;11.4(06)
01-06-2022;7178I;17.2(06)
01-07-2022;7178I;20.1(09)
01-08-2022;7178I;20.7(20)
01-09-2022;7178I;15.8(27)
01-10-2022;7178I;13.2(01)
01-11-2022;7178I;5.6(27)
01-12-2022;7178I;4.6(29)
01-01-2022;7228;-2.4(18)
01-02-2022;7228;2.3(23)
01-03-2022;7228;4.3(09)
01-04-2022;7228;3.7(03)
01-05-2022;7228;10.5(07)
01-06-2022;7228;14.5(06)
01-07-2022;7228;18.5(10)
01-08-2022;7228;19.3(20)
01-09-2022;7228;14.3(30)
01-10-2022;7228;11.5(01)
01-11-2022;7228;3.4(27)
01-12-2022;7228;2.4(28)
01-01-2022;7031;-0.1(18)
01-02-2022;7031;3.2(23)
01-03-2022;7031;3.6(02)
01-04-2022;7031;4.2(06)
01-05-2022;7031;10.0(08)
01-06-2022;7031;15.5(02)
01-07-2022;7031;18.4(14)
01-08-2022;7031;20.1(16)
01-09-2022;7031;14.5(27)
01-10-2022;7031;10.8(02)
01-11-2022;7031;4.0(30)
01-12-2022;7031;3.5(29)
01-01-2022;9263D;-6.0(16)
01-02-2022;9263D;-3.8(06)
01-03-2022;9263D;-1.3(09)
01-04-2022;9263D;-3.7(03)
01-05-2022;9263D;5.7(01)
01-06-2022;9263D;8.6(10)
01-07-2022;9263D;6.1(01)
01-08-2022;9263D;11.1(27)
01-09-2022;9263D;5.6(26)
01-10-2022;9263D;6.4(01)
01-11-2022;9263D;0.2(27)
01-12-2022;9263D;-1.9(05)
01-01-2022;9262;0
01-02-2022;9262;-0.7(06)
01-03-2022;9262;0.8(07)
01-04-2022;9262;-1.2(04)
01-05-2022;9262;8.9(09)
01-06-2022;9262;0
01-07-2022;9262;8.4(01)
01-08-2022;9262;13.5(17)
01-09-2022;9262;7.9(21)
01-10-2022;9262;8.2(01)
01-11-2022;9262;1.8(22)
01-12-2022;9262;-0.7(11)
01-01-2022;1690A;-4.1(23)
01-02-2022;1690A;-1.2(06)
01-03-2022;1690A;-0.4(07)
01-04-2022;1690A;-1.7(04)
01-05-2022;1690A;6.5(01)
01-06-2022;1690A;6.9(26)
01-07-2022;1690A;8.8(01)
01-08-2022;1690A;11.0(19)
01-09-2022;1690A;0
01-10-2022;1690A;0
01-11-2022;1690A;0
01-12-2022;1690A;-0.4(04)
01-01-2022;1484C;2.1(24)
01-02-2022;1484C;3.1(06)
01-03-2022;1484C;1.9(07)
01-04-2022;1484C;0.9(05)
01-05-2022;1484C;8.2(06)
01-06-2022;1484C;8.8(27)
01-07-2022;1484C;11.7(01)
01-08-2022;1484C;11.8(18)
01-09-2022;1484C;9.4(30)
01-10-2022;1484C;10.5(31)
01-11-2022;1484C;6.2(05)
01-12-2022;1484C;1.6(04)
01-01-2022;1495;0
